dir,image_size,repo_id,transform,distance_metric,file,distance
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,101img250.png,-0.020569076761603355
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,111img293.png,-0.03582482784986496
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,115img292.png,-0.02592821978032589
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,126img245.png,-0.0363130047917366
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,132img127.png,-0.011041874997317791
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,145img20.png,-0.01965472288429737
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,15img125.png,-0.06747367233037949
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,167img18.png,-0.020844509825110435
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,171img137.png,-0.019683895632624626
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,191img282.png,-0.020722240209579468
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,207img268.png,-0.05057407543063164
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,222img136.png,-0.014101367443799973
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,233img25.png,-0.0235897246748209
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,234img25.png,-0.023637188598513603
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,239img308.png,-0.03841063752770424
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,245img27.png,-0.012065906077623367
/mnt/hdd-data/vaidya/gi_conference_dataset/bayesian_test_folder/firefly,512,max,clean,lpips_vgg_2,258img108.png,-0.018513908609747887
